,Time (s),Sigma_1 (Pa),Sigma_3 (Pa),Epsilon_1 (-),Epsilon_3 (-),D_0 (m),H_0 (m),Mass (kg)
46,"47505,4545454545",10100000,5000000,"0,000221621621621622","0,0000575945945945946","0,0429090473891294","0,0941629564523621","0,363089090115333"
47,"48538,1818181818",10100000,5000000,"0,000221621621621622","0,0000575945945945946","0,0429090473891294","0,0941629564523621","0,363089090115333"
48,"49570,9090909091",10100000,5000000,"0,000221621621621622","0,0000575945945945946","0,0429090473891294","0,0941629564523621","0,363089090115333"
49,"50603,6363636364",10100000,5000000,"0,000221621621621622","0,0000575945945945946","0,0429090473891294","0,0941629564523621","0,363089090115333"
50,"51636,3636363636",10100000,5000000,"0,000221621621621622","0,0000575945945945946","0,0429090473891294","0,0941629564523621","0,363089090115333"
51,"52669,0909090909",10100000,5000000,"0,000221621621621622","0,0000575945945945946","0,0429090473891294","0,0941629564523621","0,363089090115333"
52,"53701,8181818182",10100000,5000000,"0,000221621621621622","0,0000575945945945946","0,0429090473891294","0,0941629564523621","0,363089090115333"
53,"54734,5454545455",10100000,5000000,"0,000221621621621622","0,0000575945945945946","0,0429090473891294","0,0941629564523621","0,363089090115333"
54,"55767,2727272727",10100000,5000000,"0,000221621621621622","0,0000575945945945946","0,0429090473891294","0,0941629564523621","0,363089090115333"
55,56800,10100000,5000000,"0,000221621621621622","0,0000575945945945946","0,0429090473891294","0,0941629564523621","0,363089090115333"
56,"57832,7272727273",10100000,5000000,"0,000221621621621622","0,0000575945945945946","0,0429090473891294","0,0941629564523621","0,363089090115333"
57,"58865,4545454545",10100000,5000000,"0,000221621621621622","0,0000575945945945946","0,0429090473891294","0,0941629564523621","0,363089090115333"
58,"59898,1818181818",10100000,5000000,"0,000221621621621622","0,0000575945945945946","0,0429090473891294","0,0941629564523621","0,363089090115333"
59,"60930,9090909091","8539321,78932178",5000000,"0,000179441129441129","0,0000656088881088882","0,0429090473891294","0,0941629564523621","0,363089090115333"
60,"61963,6363636364","6551731,60173158",5000000,"0,000125722475722475","0,0000758154323154324","0,0429090473891294","0,0941629564523621","0,363089090115333"
61,"62996,3636363636",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
62,"64029,0909090909",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
63,"65061,8181818182",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
64,"66094,5454545455",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
65,"67127,2727272727",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
66,68160,5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
67,"69192,7272727273",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
68,"70225,4545454545",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
69,"71258,1818181818",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
70,"72290,9090909091",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
71,"73323,6363636364",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
72,"74356,3636363636",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
73,"75389,0909090909",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
74,"76421,8181818182",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
75,"77454,5454545455",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
76,"78487,2727272727",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
77,79520,5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
78,"80552,7272727273",5250000,5000000,"0,0000905405405405405","0,0000825","0,0429090473891294","0,0941629564523621","0,363089090115333"
79,"81585,4545454545","6261111,11111111",5000000,"0,000117867867867868","0,0000773078078078078","0,0429090473891294","0,0941629564523621","0,363089090115333"
80,"82618,1818181818","7365555,55555556",5000000,"0,000147717717717718","0,0000716363363363363","0,0429090473891294","0,0941629564523621","0,363089090115333"
81,"83650,9090909091",8470000,5000000,"0,000177567567567568","0,0000659648648648649","0,0429090473891294","0,0941629564523621","0,363089090115333"
82,"84683,6363636364",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
83,"85716,3636363636",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
84,"86749,0909090909",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
85,"87781,8181818182",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
86,"88814,5454545455",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
87,"89847,2727272727",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
88,90880,9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
89,"91912,7272727273",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
90,"92945,4545454545",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
91,"93978,1818181818",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
92,"95010,9090909091",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
93,"96043,6363636364",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
94,"97076,3636363636",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
95,"98109,0909090909",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
96,"99141,8181818182",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
97,"100174,545454546",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
98,"101207,272727273",9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
99,102240,9100000,5000000,"0,000194594594594595","0,0000627297297297297","0,0429090473891294","0,0941629564523621","0,363089090115333"
