
+===============================================================================================+
|   ____    _    _____ _____   ___ _   _    ____    ___     _______         ____    ___   ___   |
|  / ___|  / \  |  ___| ____| |_ _| \ | |  / ___|  / \ \   / / ____| __   _|___ \  / _ \ / _ \  |
|  \___ \ / _ \ | |_  |  _|    | ||  \| | | |     / _ \ \ / /|  _|   \ \ / / __) || | | | | | | |
|   ___) / ___ \|  _| | |___   | || |\  | | |___ / ___ \ V / | |___   \ V / / __/ | |_| | |_| | |
|  |____/_/   \_\_|   |_____| |___|_| \_|  \____/_/   \_\_/  |_____|   \_/ |_____(_)___(_)___/  |
|                                                                                               |
+===============================================================================================+
|                                                                                               |
| Mesh info:                                                                                    |
+---------------+------------+------------------------------------------+-----------------------+
| # of elements | # of nodes | Location                                 |                       |
+---------------+------------+------------------------------------------+-----------------------+
| 32839         | 7474       | ../../../../grids/cavern_regular_1200_3D |                       |
+---------------+------------+------------------------------------------+-----------------------+
|                                                                                               |
| Partition(s) info:                                                                            |
+-------------+---------------+------------+----------------------------------------------------+
| Partition # | # of elements | # of nodes |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|      1      |     32839     |    7474    |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|                                                                                               |
| Solver info:                                                                                  |
+----------+---------+----------+--------+------------------------------------------------------+
| KSP_type | PC_type |   rtol   | max_it |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|    cg    |   asm   | 1.0e-10  |  100   |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|                                                                                               |
| Constitutive model:                                                                           |
+---------------+--------------------------------------------------+----------------------------+
| Element type  | List of elements                                 |                            |
+---------------+--------------------------------------------------+----------------------------+
| elastic       | spring                                           |                            |
| non-elastic   | kelvin, creep_dislocation, creep_pressure, desai |                            |
| thermoelastic |                                                  |                            |
+---------------+--------------------------------------------------+----------------------------+
|                                                                                               |
| Output info:                                                                                  |
+--------------------+------------------+-------------------------+-----------------------------+
| Location           | Field name       | Label name              |                             |
+--------------------+------------------+-------------------------+-----------------------------+
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | u                | Displacement (m)       |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | eps_tot          | Total strain (-)       |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | eps_vp           | Viscoplastic strain (-)|
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | alpha            | Hardening parameter (-)|
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | Fvp              | Yield function (-)     |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | p_elems          | Mean stress (Pa)       |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | q_elems          | Von Mises stress (Pa)  |
| output/case_leaching_linear_csv(180)_365days_SA_SIC_regular1200/operation | sig              | Stress (Pa)            |
+--------------------+------------------+-------------------------+-----------------------------+
|                                                                                               |
+--------------+-----------+--------------------+------------+------------------+---------------+
| Step counter | dt (hour) | t / t_final (hour) | # of iters | Non-linear error |               |
|     2610     |   2.000   | 5220.000 / 9480.0  |     3      |    3.1644e-09    |               |
|     2611     |   2.000   | 5222.000 / 9480.0  |     4      |    8.4713e-11    |               |
|     2612     |   2.000   | 5224.000 / 9480.0  |     3      |    3.2901e-09    |               |
|     2613     |   2.000   | 5226.000 / 9480.0  |     4      |    7.7316e-11    |               |
|     2614     |   2.000   | 5228.000 / 9480.0  |     3      |    3.2380e-09    |               |
|     2615     |   2.000   | 5230.000 / 9480.0  |     4      |    4.0731e-11    |               |
|     2616     |   2.000   | 5232.000 / 9480.0  |     3      |    3.1599e-09    |               |
|     2617     |   2.000   | 5234.000 / 9480.0  |     4      |    3.1284e-11    |               |
|     2618     |   2.000   | 5236.000 / 9480.0  |     3      |    3.0269e-09    |               |
|     2619     |   2.000   | 5238.000 / 9480.0  |     4      |    3.4059e-11    |               |
|     2620     |   2.000   | 5240.000 / 9480.0  |     3      |    2.9886e-09    |               |
|     2621     |   2.000   | 5242.000 / 9480.0  |     4      |    3.8034e-11    |               |
|     2622     |   2.000   | 5244.000 / 9480.0  |     3      |    2.9822e-09    |               |
|     2623     |   2.000   | 5246.000 / 9480.0  |     4      |    4.0801e-11    |               |
|     2624     |   2.000   | 5248.000 / 9480.0  |     3      |    2.9874e-09    |               |
|     2625     |   2.000   | 5250.000 / 9480.0  |     4      |    3.6401e-11    |               |
|     2626     |   2.000   | 5252.000 / 9480.0  |     3      |    3.2552e-09    |               |
|     2627     |   2.000   | 5254.000 / 9480.0  |     3      |    8.1445e-09    |               |
|     2628     |   2.000   | 5256.000 / 9480.0  |     3      |    3.3035e-09    |               |
|     2629     |   2.000   | 5258.000 / 9480.0  |     3      |    9.9175e-09    |               |
|     2630     |   2.000   | 5260.000 / 9480.0  |     3      |    3.2692e-09    |               |
|     2631     |   2.000   | 5262.000 / 9480.0  |     3      |    8.8029e-09    |               |
|     2632     |   2.000   | 5264.000 / 9480.0  |     3      |    3.2150e-09    |               |
|     2633     |   2.000   | 5266.000 / 9480.0  |     3      |    9.7554e-09    |               |
|     2634     |   2.000   | 5268.000 / 9480.0  |     3      |    3.1855e-09    |               |
|     2635     |   2.000   | 5270.000 / 9480.0  |     4      |    3.0513e-11    |               |
|     2636     |   2.000   | 5272.000 / 9480.0  |     3      |    3.1620e-09    |               |
|     2637     |   2.000   | 5274.000 / 9480.0  |     4      |    3.2710e-11    |               |
|     2638     |   2.000   | 5276.000 / 9480.0  |     3      |    3.1165e-09    |               |
|     2639     |   2.000   | 5278.000 / 9480.0  |     4      |    3.6186e-11    |               |
|     2640     |   2.000   | 5280.000 / 9480.0  |     3      |    3.0953e-09    |               |
|     2641     |   2.000   | 5282.000 / 9480.0  |     4      |    4.1687e-11    |               |
|     2642     |   2.000   | 5284.000 / 9480.0  |     3      |    3.0741e-09    |               |
|     2643     |   2.000   | 5286.000 / 9480.0  |     4      |    4.8089e-11    |               |
|     2644     |   2.000   | 5288.000 / 9480.0  |     3      |    3.0838e-09    |               |
|     2645     |   2.000   | 5290.000 / 9480.0  |     4      |    5.6148e-11    |               |
|     2646     |   2.000   | 5292.000 / 9480.0  |     3      |    3.1206e-09    |               |
|     2647     |   2.000   | 5294.000 / 9480.0  |     4      |    6.5690e-11    |               |
|     2648     |   2.000   | 5296.000 / 9480.0  |     3      |    3.1835e-09    |               |
|     2649     |   2.000   | 5298.000 / 9480.0  |     4      |    7.5152e-11    |               |
|     2650     |   2.000   | 5300.000 / 9480.0  |     3      |    3.2287e-09    |               |
|     2651     |   2.000   | 5302.000 / 9480.0  |     4      |    7.0096e-11    |               |
|     2652     |   2.000   | 5304.000 / 9480.0  |     3      |    3.2160e-09    |               |
|     2653     |   2.000   | 5306.000 / 9480.0  |     4      |    7.0759e-11    |               |
|     2654     |   2.000   | 5308.000 / 9480.0  |     3      |    3.2275e-09    |               |
|     2655     |   2.000   | 5310.000 / 9480.0  |     4      |    8.0610e-11    |               |
|     2656     |   2.000   | 5312.000 / 9480.0  |     3      |    3.3082e-09    |               |
|     2657     |   2.000   | 5314.000 / 9480.0  |     4      |    9.3174e-11    |               |
|     2658     |   2.000   | 5316.000 / 9480.0  |     3      |    3.3883e-09    |               |
|     2659     |   2.000   | 5318.000 / 9480.0  |     4      |    1.0780e-10    |               |
|     2660     |   2.000   | 5320.000 / 9480.0  |     3      |    3.5306e-09    |               |
|     2661     |   2.000   | 5322.000 / 9480.0  |     4      |    9.2586e-11    |               |
|     2662     |   2.000   | 5324.000 / 9480.0  |     3      |    3.4119e-09    |               |
|     2663     |   2.000   | 5326.000 / 9480.0  |     4      |    5.4345e-11    |               |
|     2664     |   2.000   | 5328.000 / 9480.0  |     3      |    3.2947e-09    |               |
|     2665     |   2.000   | 5330.000 / 9480.0  |     4      |    5.3371e-11    |               |
|     2666     |   2.000   | 5332.000 / 9480.0  |     3      |    3.1668e-09    |               |
|     2667     |   2.000   | 5334.000 / 9480.0  |     4      |    5.6818e-11    |               |
|     2668     |   2.000   | 5336.000 / 9480.0  |     3      |    3.1903e-09    |               |
|     2669     |   2.000   | 5338.000 / 9480.0  |     4      |    6.9287e-11    |               |
|     2670     |   2.000   | 5340.000 / 9480.0  |     3      |    3.2366e-09    |               |
|     2671     |   2.000   | 5342.000 / 9480.0  |     4      |    8.4239e-11    |               |
|     2672     |   2.000   | 5344.000 / 9480.0  |     3      |    3.3370e-09    |               |
|     2673     |   2.000   | 5346.000 / 9480.0  |     4      |    1.0366e-10    |               |
|     2674     |   2.000   | 5348.000 / 9480.0  |     3      |    3.4876e-09    |               |
|     2675     |   2.000   | 5350.000 / 9480.0  |     4      |    1.2425e-10    |               |
|     2676     |   2.000   | 5352.000 / 9480.0  |     3      |    3.6822e-09    |               |
|     2677     |   2.000   | 5354.000 / 9480.0  |     4      |    1.5321e-10    |               |
|     2678     |   2.000   | 5356.000 / 9480.0  |     3      |    3.9949e-09    |               |
|     2679     |   2.000   | 5358.000 / 9480.0  |     4      |    1.9116e-10    |               |
|     2680     |   2.000   | 5360.000 / 9480.0  |     3      |    4.4302e-09    |               |
|     2681     |   2.000   | 5362.000 / 9480.0  |     4      |    2.3928e-10    |               |
|     2682     |   2.000   | 5364.000 / 9480.0  |     3      |    5.0561e-09    |               |
|     2683     |   2.000   | 5366.000 / 9480.0  |     4      |    2.9354e-10    |               |
|     2684     |   2.000   | 5368.000 / 9480.0  |     3      |    5.7825e-09    |               |
|     2685     |   2.000   | 5370.000 / 9480.0  |     4      |    3.4739e-10    |               |
|     2686     |   2.000   | 5372.000 / 9480.0  |     3      |    6.5791e-09    |               |
|     2687     |   2.000   | 5374.000 / 9480.0  |     4      |    4.0007e-10    |               |
|     2688     |   2.000   | 5376.000 / 9480.0  |     3      |    7.5059e-09    |               |
|     2689     |   2.000   | 5378.000 / 9480.0  |     4      |    4.6476e-10    |               |
|     2690     |   2.000   | 5380.000 / 9480.0  |     3      |    8.8568e-09    |               |
|     2691     |   2.000   | 5382.000 / 9480.0  |     4      |    5.3870e-10    |               |
|     2692     |   2.000   | 5384.000 / 9480.0  |     4      |    9.0410e-11    |               |
|     2693     |   2.000   | 5386.000 / 9480.0  |     4      |    6.1775e-10    |               |
|     2694     |   2.000   | 5388.000 / 9480.0  |     4      |    1.1173e-10    |               |
|     2695     |   2.000   | 5390.000 / 9480.0  |     4      |    6.8759e-10    |               |
|     2696     |   2.000   | 5392.000 / 9480.0  |     4      |    1.4076e-10    |               |
|     2697     |   2.000   | 5394.000 / 9480.0  |     4      |    7.7215e-10    |               |
|     2698     |   2.000   | 5396.000 / 9480.0  |     4      |    1.6816e-10    |               |
|     2699     |   2.000   | 5398.000 / 9480.0  |     4      |    8.1338e-10    |               |
|     2700     |   2.000   | 5400.000 / 9480.0  |     4      |    1.9617e-10    |               |
|     2701     |   2.000   | 5402.000 / 9480.0  |     4      |    8.6740e-10    |               |
|     2702     |   2.000   | 5404.000 / 9480.0  |     4      |    2.2531e-10    |               |
|     2703     |   2.000   | 5406.000 / 9480.0  |     4      |    9.2316e-10    |               |
|     2704     |   2.000   | 5408.000 / 9480.0  |     4      |    2.5390e-10    |               |
|     2705     |   2.000   | 5410.000 / 9480.0  |     4      |    9.6176e-10    |               |
|     2706     |   2.000   | 5412.000 / 9480.0  |     4      |    2.7809e-10    |               |
|     2707     |   2.000   | 5414.000 / 9480.0  |     4      |    1.0061e-09    |               |
|     2708     |   2.000   | 5416.000 / 9480.0  |     4      |    3.0500e-10    |               |
|     2709     |   2.000   | 5418.000 / 9480.0  |     4      |    1.0205e-09    |               |
|     2710     |   2.000   | 5420.000 / 9480.0  |     4      |    2.7766e-10    |               |
|     2711     |   2.000   | 5422.000 / 9480.0  |     4      |    9.5820e-10    |               |
|     2712     |   2.000   | 5424.000 / 9480.0  |     4      |    2.6461e-10    |               |
|     2713     |   2.000   | 5426.000 / 9480.0  |     4      |    1.0102e-09    |               |
|     2714     |   2.000   | 5428.000 / 9480.0  |     4      |    2.8727e-10    |               |
|     2715     |   2.000   | 5430.000 / 9480.0  |     4      |    1.0320e-09    |               |
|     2716     |   2.000   | 5432.000 / 9480.0  |     4      |    3.0441e-10    |               |
|     2717     |   2.000   | 5434.000 / 9480.0  |     4      |    1.0633e-09    |               |
|     2718     |   2.000   | 5436.000 / 9480.0  |     4      |    3.2973e-10    |               |
|     2719     |   2.000   | 5438.000 / 9480.0  |     4      |    1.1254e-09    |               |
|     2720     |   2.000   | 5440.000 / 9480.0  |     4      |    3.6791e-10    |               |
|     2721     |   2.000   | 5442.000 / 9480.0  |     4      |    1.1771e-09    |               |
|     2722     |   2.000   | 5444.000 / 9480.0  |     4      |    3.9476e-10    |               |
|     2723     |   2.000   | 5446.000 / 9480.0  |     4      |    1.2609e-09    |               |
|     2724     |   2.000   | 5448.000 / 9480.0  |     4      |    4.3784e-10    |               |
|     2725     |   2.000   | 5450.000 / 9480.0  |     4      |    1.3210e-09    |               |
|     2726     |   2.000   | 5452.000 / 9480.0  |     4      |    4.8877e-10    |               |
|     2727     |   2.000   | 5454.000 / 9480.0  |     4      |    1.3863e-09    |               |
|     2728     |   2.000   | 5456.000 / 9480.0  |     4      |    5.3303e-10    |               |
|     2729     |   2.000   | 5458.000 / 9480.0  |     4      |    1.4713e-09    |               |
|     2730     |   2.000   | 5460.000 / 9480.0  |     4      |    5.7441e-10    |               |
|     2731     |   2.000   | 5462.000 / 9480.0  |     4      |    1.5369e-09    |               |
|     2732     |   2.000   | 5464.000 / 9480.0  |     4      |    6.1367e-10    |               |
|     2733     |   2.000   | 5466.000 / 9480.0  |     4      |    1.6560e-09    |               |
|     2734     |   2.000   | 5468.000 / 9480.0  |     4      |    6.4856e-10    |               |
|     2735     |   2.000   | 5470.000 / 9480.0  |     4      |    1.6431e-09    |               |
|     2736     |   2.000   | 5472.000 / 9480.0  |     4      |    6.6910e-10    |               |
|     2737     |   2.000   | 5474.000 / 9480.0  |     4      |    1.6751e-09    |               |
|     2738     |   2.000   | 5476.000 / 9480.0  |     4      |    6.8497e-10    |               |
|     2739     |   2.000   | 5478.000 / 9480.0  |     4      |    1.6905e-09    |               |
|     2740     |   2.000   | 5480.000 / 9480.0  |     4      |    6.9523e-10    |               |
|     2741     |   2.000   | 5482.000 / 9480.0  |     4      |    1.7109e-09    |               |
|     2742     |   2.000   | 5484.000 / 9480.0  |     4      |    7.0601e-10    |               |
|     2743     |   2.000   | 5486.000 / 9480.0  |     4      |    1.7439e-09    |               |
|     2744     |   2.000   | 5488.000 / 9480.0  |     4      |    7.3105e-10    |               |
|     2745     |   2.000   | 5490.000 / 9480.0  |     4      |    1.7916e-09    |               |
|     2746     |   2.000   | 5492.000 / 9480.0  |     4      |    7.5506e-10    |               |
|     2747     |   2.000   | 5494.000 / 9480.0  |     4      |    1.8144e-09    |               |
|     2748     |   2.000   | 5496.000 / 9480.0  |     4      |    7.6778e-10    |               |
|     2749     |   2.000   | 5498.000 / 9480.0  |     4      |    1.8213e-09    |               |
|     2750     |   2.000   | 5500.000 / 9480.0  |     4      |    7.7763e-10    |               |
|     2751     |   2.000   | 5502.000 / 9480.0  |     4      |    1.8819e-09    |               |
|     2752     |   2.000   | 5504.000 / 9480.0  |     4      |    8.1078e-10    |               |
|     2753     |   2.000   | 5506.000 / 9480.0  |     4      |    1.9548e-09    |               |
|     2754     |   2.000   | 5508.000 / 9480.0  |     4      |    8.5380e-10    |               |
|     2755     |   2.000   | 5510.000 / 9480.0  |     4      |    2.0359e-09    |               |
|     2756     |   2.000   | 5512.000 / 9480.0  |     4      |    8.9976e-10    |               |
|     2757     |   2.000   | 5514.000 / 9480.0  |     4      |    2.1159e-09    |               |
|     2758     |   2.000   | 5516.000 / 9480.0  |     4      |    9.4684e-10    |               |
|     2759     |   2.000   | 5518.000 / 9480.0  |     4      |    2.1883e-09    |               |
|     2760     |   2.000   | 5520.000 / 9480.0  |     4      |    9.8822e-10    |               |
|     2761     |   2.000   | 5522.000 / 9480.0  |     4      |    2.2419e-09    |               |
|     2762     |   2.000   | 5524.000 / 9480.0  |     4      |    1.0309e-09    |               |
|     2763     |   2.000   | 5526.000 / 9480.0  |     4      |    2.3230e-09    |               |
|     2764     |   2.000   | 5528.000 / 9480.0  |     4      |    1.0780e-09    |               |
|     2765     |   2.000   | 5530.000 / 9480.0  |     4      |    2.3801e-09    |               |
|     2766     |   2.000   | 5532.000 / 9480.0  |     4      |    1.1112e-09    |               |
|     2767     |   2.000   | 5534.000 / 9480.0  |     4      |    2.4463e-09    |               |
|     2768     |   2.000   | 5536.000 / 9480.0  |     4      |    1.1834e-09    |               |
|     2769     |   2.000   | 5538.000 / 9480.0  |     4      |    2.3997e-09    |               |
|     2770     |   2.000   | 5540.000 / 9480.0  |     4      |    1.1272e-09    |               |
|     2771     |   2.000   | 5542.000 / 9480.0  |     4      |    2.3741e-09    |               |
|     2772     |   2.000   | 5544.000 / 9480.0  |     4      |    1.1064e-09    |               |
|     2773     |   2.000   | 5546.000 / 9480.0  |     4      |    2.3510e-09    |               |
|     2774     |   2.000   | 5548.000 / 9480.0  |     4      |    1.0844e-09    |               |
|     2775     |   2.000   | 5550.000 / 9480.0  |     4      |    2.3468e-09    |               |
|     2776     |   2.000   | 5552.000 / 9480.0  |     4      |    1.0492e-09    |               |
|     2777     |   2.000   | 5554.000 / 9480.0  |     4      |    2.2584e-09    |               |
|     2778     |   2.000   | 5556.000 / 9480.0  |     4      |    1.0083e-09    |               |
|     2779     |   2.000   | 5558.000 / 9480.0  |     4      |    2.2447e-09    |               |
|     2780     |   2.000   | 5560.000 / 9480.0  |     4      |    9.8947e-10    |               |
|     2781     |   2.000   | 5562.000 / 9480.0  |     4      |    2.2614e-09    |               |
|     2782     |   2.000   | 5564.000 / 9480.0  |     4      |    9.3814e-10    |               |
|     2783     |   2.000   | 5566.000 / 9480.0  |     4      |    2.1161e-09    |               |
|     2784     |   2.000   | 5568.000 / 9480.0  |     4      |    8.7556e-10    |               |
|     2785     |   2.000   | 5570.000 / 9480.0  |     4      |    2.1259e-09    |               |
|     2786     |   2.000   | 5572.000 / 9480.0  |     4      |    8.6773e-10    |               |
|     2787     |   2.000   | 5574.000 / 9480.0  |     4      |    2.1959e-09    |               |
|     2788     |   2.000   | 5576.000 / 9480.0  |     4      |    8.7274e-10    |               |
|     2789     |   2.000   | 5578.000 / 9480.0  |     4      |    2.2526e-09    |               |
|     2790     |   2.000   | 5580.000 / 9480.0  |     4      |    8.6344e-10    |               |
|     2791     |   2.000   | 5582.000 / 9480.0  |     4      |    2.2521e-09    |               |
|     2792     |   2.000   | 5584.000 / 9480.0  |     4      |    8.6080e-10    |               |
|     2793     |   2.000   | 5586.000 / 9480.0  |     4      |    2.3159e-09    |               |
|     2794     |   2.000   | 5588.000 / 9480.0  |     4      |    8.1291e-10    |               |
|     2795     |   2.000   | 5590.000 / 9480.0  |     4      |    2.2116e-09    |               |
|     2796     |   2.000   | 5592.000 / 9480.0  |     4      |    7.2171e-10    |               |
|     2797     |   2.000   | 5594.000 / 9480.0  |     4      |    1.9889e-09    |               |
|     2798     |   2.000   | 5596.000 / 9480.0  |     4      |    6.5834e-10    |               |
|     2799     |   2.000   | 5598.000 / 9480.0  |     4      |    1.8962e-09    |               |
|     2800     |   2.000   | 5600.000 / 9480.0  |     4      |    6.5770e-10    |               |
|     2801     |   2.000   | 5602.000 / 9480.0  |     4      |    2.1336e-09    |               |
|     2802     |   2.000   | 5604.000 / 9480.0  |     4      |    7.2714e-10    |               |
|     2803     |   2.000   | 5606.000 / 9480.0  |     4      |    2.2896e-09    |               |
|     2804     |   2.000   | 5608.000 / 9480.0  |     4      |    8.1168e-10    |               |
|     2805     |   2.000   | 5610.000 / 9480.0  |     4      |    2.4668e-09    |               |
|     2806     |   2.000   | 5612.000 / 9480.0  |     4      |    8.4670e-10    |               |
|     2807     |   2.000   | 5614.000 / 9480.0  |     4      |    2.4637e-09    |               |
|     2808     |   2.000   | 5616.000 / 9480.0  |     4      |    9.6710e-10    |               |
|     2809     |   2.000   | 5618.000 / 9480.0  |     4      |    2.6882e-09    |               |
|     2810     |   2.000   | 5620.000 / 9480.0  |     4      |    1.1139e-09    |               |
|     2811     |   2.000   | 5622.000 / 9480.0  |     4      |    2.8398e-09    |               |
|     2812     |   2.000   | 5624.000 / 9480.0  |     4      |    1.2269e-09    |               |
|     2813     |   2.000   | 5626.000 / 9480.0  |     4      |    2.9356e-09    |               |
|     2814     |   2.000   | 5628.000 / 9480.0  |     4      |    1.3042e-09    |               |
|     2815     |   2.000   | 5630.000 / 9480.0  |     4      |    3.0158e-09    |               |
|     2816     |   2.000   | 5632.000 / 9480.0  |     4      |    1.3752e-09    |               |
|     2817     |   2.000   | 5634.000 / 9480.0  |     4      |    2.9939e-09    |               |
|     2818     |   2.000   | 5636.000 / 9480.0  |     4      |    1.1184e-09    |               |
|     2819     |   2.000   | 5638.000 / 9480.0  |     4      |    2.3700e-09    |               |
|     2820     |   2.000   | 5640.000 / 9480.0  |     4      |    1.0151e-09    |               |
|     2821     |   2.000   | 5642.000 / 9480.0  |     4      |    2.4355e-09    |               |
|     2822     |   2.000   | 5644.000 / 9480.0  |     4      |    8.7911e-10    |               |
|     2823     |   2.000   | 5646.000 / 9480.0  |     4      |    2.1038e-09    |               |
|     2824     |   2.000   | 5648.000 / 9480.0  |     4      |    7.8102e-10    |               |
|     2825     |   2.000   | 5650.000 / 9480.0  |     4      |    2.3308e-09    |               |
|     2826     |   2.000   | 5652.000 / 9480.0  |     4      |    8.0791e-10    |               |
|     2827     |   2.000   | 5654.000 / 9480.0  |     4      |    2.3717e-09    |               |
|     2828     |   2.000   | 5656.000 / 9480.0  |     4      |    7.8354e-10    |               |
|     2829     |   2.000   | 5658.000 / 9480.0  |     4      |    1.6515e-09    |               |
|     2830     |   2.000   | 5660.000 / 9480.0  |     4      |    2.5600e-10    |               |
|     2831     |   2.000   | 5662.000 / 9480.0  |     4      |    7.9830e-10    |               |
|     2832     |   2.000   | 5664.000 / 9480.0  |     4      |    1.0039e-10    |               |
|     2833     |   2.000   | 5666.000 / 9480.0  |     4      |    3.8524e-10    |               |
|     2834     |   2.000   | 5668.000 / 9480.0  |     3      |    7.6177e-09    |               |
|     2835     |   2.000   | 5670.000 / 9480.0  |     4      |    1.9576e-10    |               |
|     2836     |   2.000   | 5672.000 / 9480.0  |     3      |    6.1028e-09    |               |
|     2837     |   2.000   | 5674.000 / 9480.0  |     4      |    2.5151e-10    |               |
|     2838     |   2.000   | 5676.000 / 9480.0  |     3      |    6.3887e-09    |               |
|     2839     |   2.000   | 5678.000 / 9480.0  |     4      |    2.9220e-10    |               |
|     2840     |   2.000   | 5680.000 / 9480.0  |     3      |    6.6805e-09    |               |
|     2841     |   2.000   | 5682.000 / 9480.0  |     4      |    2.2151e-10    |               |
|     2842     |   2.000   | 5684.000 / 9480.0  |     3      |    5.1145e-09    |               |
|     2843     |   2.000   | 5686.000 / 9480.0  |     4      |    1.2948e-10    |               |
|     2844     |   2.000   | 5688.000 / 9480.0  |     3      |    3.9259e-09    |               |
|     2845     |   2.000   | 5690.000 / 9480.0  |     4      |    1.0990e-10    |               |
|     2846     |   2.000   | 5692.000 / 9480.0  |     3      |    3.3934e-09    |               |
|     2847     |   2.000   | 5694.000 / 9480.0  |     4      |    9.2703e-11    |               |
|     2848     |   2.000   | 5696.000 / 9480.0  |     3      |    3.2586e-09    |               |
|     2849     |   2.000   | 5698.000 / 9480.0  |     4      |    1.1563e-10    |               |
|     2850     |   2.000   | 5700.000 / 9480.0  |     3      |    3.4694e-09    |               |
|     2851     |   2.000   | 5702.000 / 9480.0  |     4      |    1.2658e-10    |               |
|     2852     |   2.000   | 5704.000 / 9480.0  |     3      |    3.7305e-09    |               |
|     2853     |   2.000   | 5706.000 / 9480.0  |     4      |    1.1992e-10    |               |
|     2854     |   2.000   | 5708.000 / 9480.0  |     3      |    3.2050e-09    |               |
|     2855     |   2.000   | 5710.000 / 9480.0  |     4      |    8.4609e-11    |               |
|     2856     |   2.000   | 5712.000 / 9480.0  |     3      |    2.6998e-09    |               |
|     2857     |   2.000   | 5714.000 / 9480.0  |     4      |    7.3698e-11    |               |
|     2858     |   2.000   | 5716.000 / 9480.0  |     3      |    2.3635e-09    |               |
|     2859     |   2.000   | 5718.000 / 9480.0  |     4      |    6.5668e-11    |               |
|     2860     |   2.000   | 5720.000 / 9480.0  |     3      |    2.2671e-09    |               |
|     2861     |   2.000   | 5722.000 / 9480.0  |     4      |    7.0068e-11    |               |
|     2862     |   2.000   | 5724.000 / 9480.0  |     3      |    2.3298e-09    |               |
|     2863     |   2.000   | 5726.000 / 9480.0  |     4      |    7.3057e-11    |               |
|     2864     |   2.000   | 5728.000 / 9480.0  |     3      |    2.4039e-09    |               |
|     2865     |   2.000   | 5730.000 / 9480.0  |     4      |    7.4289e-11    |               |
|     2866     |   2.000   | 5732.000 / 9480.0  |     3      |    2.3950e-09    |               |
|     2867     |   2.000   | 5734.000 / 9480.0  |     4      |    7.1043e-11    |               |
|     2868     |   2.000   | 5736.000 / 9480.0  |     3      |    2.3616e-09    |               |
|     2869     |   2.000   | 5738.000 / 9480.0  |     4      |    7.1462e-11    |               |
|     2870     |   2.000   | 5740.000 / 9480.0  |     3      |    2.3967e-09    |               |
|     2871     |   2.000   | 5742.000 / 9480.0  |     4      |    7.8795e-11    |               |
|     2872     |   2.000   | 5744.000 / 9480.0  |     3      |    2.4859e-09    |               |
|     2873     |   2.000   | 5746.000 / 9480.0  |     4      |    8.2471e-11    |               |
|     2874     |   2.000   | 5748.000 / 9480.0  |     3      |    2.5740e-09    |               |
|     2875     |   2.000   | 5750.000 / 9480.0  |     4      |    8.6085e-11    |               |
|     2876     |   2.000   | 5752.000 / 9480.0  |     3      |    2.6531e-09    |               |
|     2877     |   2.000   | 5754.000 / 9480.0  |     4      |    7.5750e-11    |               |
|     2878     |   2.000   | 5756.000 / 9480.0  |     3      |    2.3510e-09    |               |
|     2879     |   2.000   | 5758.000 / 9480.0  |     4      |    5.7255e-11    |               |
|     2880     |   2.000   | 5760.000 / 9480.0  |     3      |    2.1392e-09    |               |
|     2881     |   2.000   | 5762.000 / 9480.0  |     4      |    4.4563e-11    |               |
|     2882     |   2.000   | 5764.000 / 9480.0  |     3      |    2.0163e-09    |               |
|     2883     |   2.000   | 5766.000 / 9480.0  |     4      |    3.6170e-11    |               |
|     2884     |   2.000   | 5768.000 / 9480.0  |     3      |    1.9802e-09    |               |
|     2885     |   2.000   | 5770.000 / 9480.0  |     4      |    4.3864e-11    |               |
|     2886     |   2.000   | 5772.000 / 9480.0  |     3      |    1.9549e-09    |               |
|     2887     |   2.000   | 5774.000 / 9480.0  |     4      |    4.6476e-11    |               |
|     2888     |   2.000   | 5776.000 / 9480.0  |     3      |    1.9661e-09    |               |
|     2889     |   2.000   | 5778.000 / 9480.0  |     4      |    4.5756e-11    |               |
|     2890     |   2.000   | 5780.000 / 9480.0  |     3      |    2.0341e-09    |               |
|     2891     |   2.000   | 5782.000 / 9480.0  |     4      |    3.4917e-11    |               |
|     2892     |   2.000   | 5784.000 / 9480.0  |     3      |    2.0037e-09    |               |
|     2893     |   2.000   | 5786.000 / 9480.0  |     4      |    4.0102e-11    |               |
|     2894     |   2.000   | 5788.000 / 9480.0  |     3      |    2.0008e-09    |               |
|     2895     |   2.000   | 5790.000 / 9480.0  |     4      |    3.4651e-11    |               |
|     2896     |   2.000   | 5792.000 / 9480.0  |     3      |    1.9780e-09    |               |
|     2897     |   2.000   | 5794.000 / 9480.0  |     4      |    4.0439e-11    |               |
|     2898     |   2.000   | 5796.000 / 9480.0  |     3      |    1.9725e-09    |               |
